PIB File Number,Subject Influencing Factors,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested
FTN2023-0039,Alchohol,0 feet to 1 feet,Female,White,33,Medium,5'0'' to 5'3'',Yes,Yes,Yes
FTN2023-0116,Unknown ,1 feet to 3 feet ,Female ,Black ,22 ,Medium ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2023-0116, Unknown , 1 feet to 3 feet , Female , Black , 32 , Medium , 5'4'' to 5'6'' , No , No , Yes 
FTN2023-0116, Unknown, 1 feet to 3 feet, Female, Black, 0, Medium, 5'4'' to 5'6'', No, No, Yes
FTN2024-0126,Unknown,1 feet to 3 feet,Male,White,67,Small,5'4'' to 5'6'',Yes,No,No
FTN2022-0188,Unknown,0 feet to 1 feet,Male,Black,44,Medium,5'7'' to 5'9'',Yes,Yes,No
FTN2022-0196,None detected ,7 feet to 10 feet ,Female ,Black ,Unknown,Medium ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2022-0196, None detected, 7 feet to 10 feet, Male, Black,Unknown, Medium, 5'4'' to 5'6'', No, No, Yes
FTN2022-0328,Mentally unstable,4 feet to 6 feet,Female,Hispanic,25,Small,5'0'' to 5'3'',No,Yes,No
FTN2022-0335,Unknown,7 feet to 10 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0104,Unknown ,4 feet to 6 feet ,Female ,Black ,16 ,Small ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2022-0104, Unknown , 4 feet to 6 feet , Male , Black , 17 , Small , 5'4'' to 5'6'' , No , Yes , Yes 
FTN2022-0104, Unknown, 4 feet to 6 feet, Male, Black, 18, Small, 5'4'' to 5'6'', No, Yes, Yes
FTN2022-0272,Mentally unstable,11 feet to 14 feet,Female,Black,28,Small,5'0'' to 5'3'',No,Yes,No
FTN2020-0040,Unknown,0 feet to 1 feet,Male,Black,63,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2022-0343,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',No,No,Yes
FTN2023-0421,Unknown,*Direct Contact,Male,White,32,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2022-0199,Unknown,7 feet to 10 feet,Male,Black,24,Small,5'10'' to 6'0'',No,No,Yes
FTN2024-0122,Alchohol and unknown drugs,*Direct Contact,Female,White,31,Small,5'4'' to 5'6'',No,No,Yes
FTN2022-0122,Unknown,Unknown,Male ,Black ,22 ,Unknown,Unknown,No ,No ,Yes 
FTN2022-0122,Unknown,Unknown, Male , Black , 23 ,Unknown,Unknown, No , No , Yes 
FTN2022-0122,Unknown,Unknown, Male , Black , 19 ,Unknown,Unknown, No , No , Yes 
FTN2022-0122,Unknown,Unknown, Male ,  , 33 ,Unknown,Unknown, No , No , Yes 
FTN2022-0122,Unknown,Unknown, Male , Black , 19 ,Unknown,Unknown, No , No , Yes 
FTN2022-0122,Unknown,Unknown, Male , Black , 23 ,Unknown,Unknown, No , No , Yes 
FTN2022-0122,Unknown,Unknown, Male, , 20,Unknown,Unknown, No, No, Yes
FTN2023-0440,None detected,11 feet to 14 feet,Male,Black,59,Small,5'10'' to 6'0'',No,No,Yes
FTN2022-0345,Unknown,0 feet to 1 feet,Male,Black,27,Large,5'7'' to 5'9'',No,No,Yes
FTN2022-0138,None detected,1 feet to 3 feet,Male,Black,27,Small,5'10'' to 6'0'',No,No,Yes
FTN2022-0073,Unknown,0 feet to 1 feet,Male,Hispanic,32,Medium,5'0'' to 5'3'',No,No,Yes
FTN2022-0411,Unknown,0 feet to 1 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2023-0205,None detected ,1 feet to 3 feet ,Male ,Black ,16 ,Small ,5'4'' to 5'6'' ,Yes ,Yes ,Yes 
FTN2023-0205, None detected , 1 feet to 3 feet , Male , Black , 16 , Small , 5'4'' to 5'6'' , Yes , Yes , Yes 
FTN2023-0205, None detected, 1 feet to 3 feet, Male, Black, 16, Small, 5'4'' to 5'6'', Yes, Yes, Yes
FTN2022-0430,Unknown,15 feet to 18 feet,Male,Black,18,Large,5'7'' to 5'9'',No,No,Yes
FTN2022-0380,Mentally unstable,0 feet to 1 feet,Male,Black,29,Small,5'10'' to 6'0'',No,No,No
FTN2022-0474,None detected,0 feet to 1 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes
FTN2022-0373,None detected,7 feet to 10 feet,Male,Black,26,Medium,5'10'' to 6'0'',No,No,Yes
FTN2022-0390,Mentally unstable,1 feet to 3 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,Yes,No
FTN2022-0391,Unknown,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0118,Unknown ,15 feet to 18 feet ,Male ,Black ,20 ,Medium ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2020-0118, Unknown, 15 feet to 18 feet, Male, Black, 19, Medium, 5'4'' to 5'6'', No, No, Yes
FTN2022-0404,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,25,Medium,5'4'' to 5'6'',No,No,Yes
FTN2022-0431,None detected ,4 feet to 6 feet ,Male ,Black ,17 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2022-0431, None detected, 4 feet to 6 feet, Male, Black, 17, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2022-0476,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,26,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0410,Mentally unstable,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2022-0414,Mentally unstable,0 feet to 1 feet,Male,Black,19,Medium,5'4'' to 5'6'',Yes,Yes,No
FTN2022-0221,None detected,4 feet to 6 feet,Male,Black,24,Medium,6'1'' to 6'3'',No,No,Yes
FTN2022-0230,Unknown ,4 feet to 6 feet ,Male ,Black ,16 ,Medium ,5'7'' to 5'9'' ,No ,Yes ,Yes 
FTN2022-0230, Unknown , 4 feet to 6 feet , Female , Black , 17 , Medium , 5'7'' to 5'9'' , No , Yes , Yes 
FTN2022-0230, Unknown, 4 feet to 6 feet, Male, Black, 17, Medium, 5'7'' to 5'9'', No, Yes, Yes
FTN2022-0425,Mentally unstable,0 feet to 1 feet,Female,Unknown,Unknown,Large,5'4'' to 5'6'',No,Yes,No
FTN2022-0429,Unknown,4 feet to 6 feet,Male,White,62,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2022-0292,Alchohol and unknown drugs,1 feet to 3 feet,Male,White,28,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2022-0372,Unknown ,7 feet to 10 feet ,Male , , ,Medium ,5'7'' to 5'9'' ,No ,No ,No 
FTN2022-0372, Unknown , 7 feet to 10 feet , Male ,  ,  , Medium , 5'7'' to 5'9'' , No , No , No 
FTN2022-0372, Unknown , 7 feet to 10 feet , Male ,  ,  , Medium , 5'7'' to 5'9'' , No , No , No 
FTN2022-0372, Unknown, 7 feet to 10 feet, Male, Black, 29, Medium, 5'7'' to 5'9'', No, No, No
FTN2022-0446,None detected,0 feet to 1 feet,Male,Black,28,Medium,5'4'' to 5'6'',Yes,Yes,No
FTN2022-0451,Unknown,0 feet to 1 feet,Male,White,19,Medium,5'7'' to 5'9'',Yes,No,Yes
FTN2016-0475,Alchohol,1 feet to 3 feet,Male,White,33,Medium,5'10'' to 6'0'',No,No,Yes
FTN2022-0456,Mentally unstable,1 feet to 3 feet,Male,Black,24,Medium,5'7'' to 5'9'',Yes,Yes,No
FTN2022-0457,None detected ,1 feet to 3 feet ,Male ,Black ,Unknown,Medium ,> 6'3'' ,No ,No ,Yes 
FTN2022-0457, None detected, 1 feet to 3 feet, Female, Black,Unknown, Medium, > 6'3'', No, No, Yes
FTN2022-0365,Mentally unstable,0 feet to 1 feet,Female,Black,17,Medium,5'4'' to 5'6'',Yes,Yes,No
FTN2022-0461,Unknown,0 feet to 1 feet,Male,White,51,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2022-0338,Unknown,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,No,Yes
FTN2022-0468,None detected,0 feet to 1 feet,Male,Black,21,Small,5'7'' to 5'9'',No,No,Yes
FTN2022-0470,Mentally unstable,0 feet to 1 feet,Unknown,Unknown,Unknown,Medium,5'4'' to 5'6'',No,Yes,No
FTN2022-0472,Unknown,0 feet to 1 feet,Male,White,0,Medium,> 6'3'',No,No,Yes
FTN2023-0464,Unknown,4 feet to 6 feet,Male,Black,71,Medium,6'1'' to 6'3'',No,No,Yes
FTN2022-0477,Unknown,1 feet to 3 feet,Male,Black,34,Large,5'10'' to 6'0'',No,No,Yes
FTN2022-0483,None detected,1 feet to 3 feet,Male,Hispanic,29,Medium,5'4'' to 5'6'',No,No,No
FTN2022-0438,Unknown Drugs,0 feet to 1 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes
FTN2023-0378,None detected,0 feet to 1 feet,Male,Black,42,Large,5'7'' to 5'9'',No,No,Yes
FTN2019-0194,Unknown,1 feet to 3 feet,Female,Black,29,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2022-0447,Unknown,4 feet to 6 feet,Male,White,33,Small,5'7'' to 5'9'',No,No,Yes
FTN2023-0033,None detected,7 feet to 10 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2022-0364,Unknown,1 feet to 3 feet,Male,Black,32,Medium,6'1'' to 6'3'',Yes,Yes,Yes
FTN2024-0042,Alchohol,*Direct Contact,Male,Black,37,Medium,5'10'' to 6'0'',No,No,Yes
FTN2023-0093,Alchohol,0 feet to 1 feet,Female,Black,17,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2023-0145,Alchohol,0 feet to 1 feet,Male,Unknown,42,Small,5'4'' to 5'6'',No,No,Yes
FTN2022-0458,Unknown,11 feet to 14 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,No
FTN2023-0191,Unknown,0 feet to 1 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,Yes,No
FTN2023-0457,None detected,4 feet to 6 feet,Male,Black,42,Small,5'10'' to 6'0'',No,No,Yes
FTN2022-0400,Unknown,0 feet to 1 feet,Male,Black,17,Medium,5'0'' to 5'3'',No,No,Yes
FTN2022-0377,Unknown,0 feet to 1 feet,Male,Black,23,Small,5'10'' to 6'0'',Yes,Yes,Yes
FTN2022-0443,Unknown,1 feet to 3 feet,Male,Black,0,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0439,Alchohol,11 feet to 14 feet,Male,Black,26,Large,5'10'' to 6'0'',No,No,Yes
FTN2023-0477,None detected,11 feet to 14 feet,Female,Black,24,Medium,5'4'' to 5'6'',No,No,Yes
FTN2023-0508,Unknown ,7 feet to 10 feet ,Female ,Black ,26 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2023-0508, Unknown , 7 feet to 10 feet , Male , Black , 26 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2023-0508, Unknown , 7 feet to 10 feet , Male , Black , 15 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2023-0508, Unknown , 7 feet to 10 feet , Male , Black , 25 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2023-0508, Unknown , 7 feet to 10 feet , Male , Black , 42 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2023-0508, Unknown, 7 feet to 10 feet, Male, Black, 20, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2023-0481,Unknown,0 feet to 1 feet,Male,Black,57,Medium,5'7'' to 5'9'',No,No,No
FTN2023-0276,Unknown,11 feet to 14 feet,Male,Black,0,Small,5'10'' to 6'0'',Yes,No,Yes
FTN2016-0215,None detected,11 feet to 14 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0422,Alchohol,0 feet to 1 feet,Male,White,24,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2016-0243,Alchohol and unknown drugs,1 feet to 3 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0520,Unknown Drugs,0 feet to 1 feet,Male,Black,40,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0179,Alchohol and unknown drugs,1 feet to 3 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0247,Mentally unstable,1 feet to 3 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0252,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,24,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0258,None detected,11 feet to 14 feet,Male,Black,24,Small,5'4'' to 5'6'',No,No,Yes
FTN2022-0455,Unknown,0 feet to 1 feet,Male,Black,36,Large,> 6'3'',No,No,No
FTN2016-0302,Mentally unstable,0 feet to 1 feet,Male,W,30,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0392,Alchohol,1 feet to 3 feet,Male,Black,52,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0433,Unknown,15 feet to 18 feet,Male,Black,60,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0131,Unknown ,0 feet to 1 feet ,Male ,Black ,18 ,Small ,5'7'' to 5'9'' ,No ,No ,No 
FTN2016-0131, Unknown, 0 feet to 1 feet, Male, Black, 22, Small, 5'7'' to 5'9'', No, No, No
FTN2016-0305,None detected,15 feet to 18 feet,Female,Black,Unknown,Medium,5'0'' to 5'3'',No,Yes,No
FTN2016-0512,Unknown,1 feet to 3 feet,Male,Black,17,Small,5'10'' to 6'0'',No,No,Yes
FTN2016-0501,Unknown,1 feet to 3 feet,Male,White,32,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2016-0651,Unknown,0 feet to 1 feet,Male,White,26,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0196,Mentally unstable,0 feet to 1 feet,Male,Black,52,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0277,Unknown,0 feet to 1 feet,Male,Black,Unknown,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0334,None detected,4 feet to 6 feet,Male,Black,35,Small,5'0'' to 5'3'',No,No,No
FTN2016-0421,Alchohol and unknown drugs,4 feet to 6 feet,Male,Black,56,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0364,None detected,7 feet to 10 feet,Male,Black,0,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0234,Unknown,Unknown,Male,White,38,Unknown,Unknown,No,No,No
FTN2016-0631,None detected ,15 feet to 18 feet , , ,35 ,Medium ,6'1'' to 6'3'' ,No ,Yes ,Yes 
FTN2016-0631, None detected, 15 feet to 18 feet, Male, Black, 28, Medium, 6'1'' to 6'3'', No, Yes, Yes
FTN2016-0523,None detected,1 feet to 3 feet,Male,Black,27,Small,5'10'' to 6'0'',No,No,Yes
FTN2016-0616,Unknown,11 feet to 14 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0280,Unknown,0 feet to 1 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0636,Alchohol,11 feet to 14 feet,Female,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0551,Unknown,7 feet to 10 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0202,Alchohol ,1 feet to 3 feet , , ,Unknown,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0202, Alchohol, 1 feet to 3 feet, Male, Black,Unknown, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2016-0031,None detected,0 feet to 1 feet,Male,Black,44,Medium,5'4'' to 5'6'',Yes,No,Yes
FTN2016-0233,Alchohol,0 feet to 1 feet,Male,White,24,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0530,None detected,11 feet to 14 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0609,Unknown,15 feet to 18 feet,Male,Black,26,Medium,6'1'' to 6'3'',No,No,Yes
FTN2016-0584,Alchohol,0 feet to 1 feet,Male,Black,38,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0586,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,30,Large,5'0'' to 5'3'',No,No,Yes
FTN2017-0220,None detected,0 feet to 1 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0571,Unknown ,11 feet to 14 feet ,Male ,Black ,15 ,Medium ,5'4'' to 5'6'' ,No ,No ,No 
FTN2016-0571, Unknown, 11 feet to 14 feet, Male, Black, 11, Medium, 5'4'' to 5'6'', No, No, No
FTN2017-0167,None detected,4 feet to 6 feet,Male,Black,17,Medium,5'4'' to 5'6'',No,No,No
FTN2016-0361,None detected,1 feet to 3 feet,Male,Black,18,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0010,Unknown,15 feet to 18 feet,Male,Black,18,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0357,Mentally unstable,1 feet to 3 feet,Male,Black,16,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0200,Mentally unstable,0 feet to 1 feet,Male,Black,50,Medium,5'10'' to 6'0'',No,Yes,No
FTN2016-0163,None detected,0 feet to 1 feet,Male,Black,39,Medium,5'7'' to 5'9'',Yes,No,Yes
FTN2016-0020,Alchohol and unknown drugs,7 feet to 10 feet,Male,Black,51,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0183,Unknown,1 feet to 3 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0427,None detected ,7 feet to 10 feet ,Male ,Black ,23 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0427, None detected, 7 feet to 10 feet, Male, Black, 49, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2016-0642,Alchohol,0 feet to 1 feet,Male,Black,50,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0613,Unknown,11 feet to 14 feet,Male,Hispanic,27,Medium,Unknown,No,No,No
FTN2016-0103,Unknown ,15 feet to 18 feet ,Male ,Black ,16 ,Small ,5'4'' to 5'6'' ,Yes ,Yes ,Yes 
FTN2016-0103, Unknown, 15 feet to 18 feet, Male, Black, 16, Small, 5'4'' to 5'6'', Yes, Yes, Yes
FTN2016-0119,Unknown,0 feet to 1 feet,Male,Black,14,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0087,Unknown ,19 feet to 21 feet ,Male ,Black ,14 ,Small ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2016-0087, Unknown , 19 feet to 21 feet , Male , Black , 17 , Small , 5'4'' to 5'6'' , No , Yes , Yes 
FTN2016-0087, Unknown , 19 feet to 21 feet , Male , Black , 18 , Small , 5'4'' to 5'6'' , No , Yes , Yes 
FTN2016-0087, Unknown, 19 feet to 21 feet, Male, Black, 16, Small, 5'4'' to 5'6'', No, Yes, Yes
FTN2016-0078,Mentally unstable,0 feet to 1 feet,Female,Black,28,Small,5'4'' to 5'6'',No,Yes,No
FTN2016-0160,Unknown,0 feet to 1 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0065,Unknown,22 feet to 25 feet,Male,Black,19,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0527,None detected,0 feet to 1 feet,Male,Black,34,Medium,6'1'' to 6'3'',Yes,Yes,Yes
FTN2022-0296,None detected,4 feet to 6 feet,Male,Black,35,Large,5'7'' to 5'9'',No,No,Yes
FTN2016-0614,None detected,15 feet to 18 feet,Male,Black,15,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2017-0567,Unknown,11 feet to 14 feet,Male,Black,59,Medium,5'7'' to 5'9'',No,No,No
FTN2016-0332,Mentally unstable,0 feet to 1 feet,Male,Hispanic,54,Medium,5'7'' to 5'9'',No,Yes,No
FTN2016-0014,None detected,0 feet to 1 feet,Male,Black,32,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2016-0015,Mentally unstable,0 feet to 1 feet,Male,Black,57,XLarge,6'1'' to 6'3'',Yes,Yes,No
FTN2016-0313,Alchohol,1 feet to 3 feet,Male,Black,55,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0426,Alchohol and unknown drugs,7 feet to 10 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0130,Alchohol,0 feet to 1 feet,Male,White,56,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2016-0209,Unknown ,1 feet to 3 feet ,Male ,Black ,18 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2016-0209, Unknown, 1 feet to 3 feet, Male, Black, 21, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2017-0183,None detected,1 feet to 3 feet,Male,Black,44,Large,6'1'' to 6'3'',No,No,No
FTN2016-0187,None detected,4 feet to 6 feet,Male,Black,36,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0281,Mentally unstable,0 feet to 1 feet,Male,White,20,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0511,Unknown,0 feet to 1 feet,Male,Black,26,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0497,Unknown,4 feet to 6 feet,Male,Black,23,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2016-0331,Unknown ,7 feet to 10 feet ,Male ,Black ,20 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2016-0331, Unknown , 7 feet to 10 feet , Male , Black , 23 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2016-0331, Unknown , 7 feet to 10 feet , Male , Black , 22 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2016-0331, Unknown, 7 feet to 10 feet, Male, Black, 22, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2017-0283,Mentally unstable,4 feet to 6 feet,Male,White,63,Medium,6'1'' to 6'3'',No,No,Yes
FTN2016-0359,Alchohol,0 feet to 1 feet,Male,White,46,Large,5'4'' to 5'6'',No,No,No
FTN2016-0017,Unknown,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,No
FTN2016-0436,Unknown,15 feet to 18 feet,Male,White,24,Small,5'10'' to 6'0'',No,No,Yes
FTN2017-0207,None detected,1 feet to 3 feet,Female,Black,31,Small,5'0'' to 5'3'',No,No,Yes
FTN2016-0443,Mentally unstable,0 feet to 1 feet,Female,Black,35,Large,5'0'' to 5'3'',No,Yes,Yes
FTN2017-0305,Unknown,11 feet to 14 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0100,Unknown,15 feet to 18 feet,Male,White,48,Small,5'4'' to 5'6'',No,No,No
FTN2016-0166,Unknown,1 feet to 3 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0092,Alchohol,0 feet to 1 feet,Male,White,36,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0216,Unknown,Unknown,Male,Black,20,Unknown,Unknown,No,No,Yes
FTN2016-0351,Unknown,11 feet to 14 feet,Male,Black,0,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0129,Mentally unstable,0 feet to 1 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0410,None detected,1 feet to 3 feet,Female,Black,19,Large,5'0'' to 5'3'',No,No,Yes
FTN2017-0044,None detected,7 feet to 10 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0400,None detected,11 feet to 14 feet,Male,Black,35,Large,5'10'' to 6'0'',No,No,No
FTN2016-0089,Mentally unstable,1 feet to 3 feet,Male,White,24,Small,< 5'0'',Yes,Yes,Yes
FTN2016-0570,Alchohol and unknown drugs,0 feet to 1 feet,Female,Black,24,Medium,5'4'' to 5'6'',No,No,Yes
FTN2016-0566,Unknown ,11 feet to 14 feet ,Male ,Black ,0 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2016-0566, Unknown, 11 feet to 14 feet, Male, Black, 47, Medium, 5'10'' to 6'0'', No, No, No
FTN2016-0346,Alchohol,0 feet to 1 feet,Female,Black,29,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0052,Unknown,1 feet to 3 feet,Male,Black,28,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2023-0348,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,32,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0330,Unknown,11 feet to 14 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0101,None detected ,1 feet to 3 feet ,Male ,Black ,Unknown,Small ,< 5'0'' ,No ,No ,Yes 
FTN2016-0101, None detected , 1 feet to 3 feet , Male , Black ,Unknown, Small , < 5'0'' , No , No , Yes 
FTN2016-0101, None detected , 1 feet to 3 feet , Male , Black ,Unknown, Small , < 5'0'' , No , No , Yes 
FTN2016-0101, None detected, 1 feet to 3 feet, Female, Black,Unknown, Small, < 5'0'', No, No, Yes
FTN2016-0173,Alchohol,1 feet to 3 feet,Male,White,23,Small,5'10'' to 6'0'',Yes,Yes,Yes
FTN2016-0062,Mentally unstable,0 feet to 1 feet,Male,Black,25,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2016-0194,Unknown,0 feet to 1 feet,Male,Black,25,Large,6'1'' to 6'3'',No,No,Yes
FTN2016-0111,Unknown ,11 feet to 14 feet ,Male ,Black , ,Small ,< 5'0'' ,No ,No ,No 
FTN2016-0111, Unknown, 11 feet to 14 feet, Male, White, 55, Small, < 5'0'', No, No, No
FTN2017-0095,Mentally unstable,11 feet to 14 feet,Male,White,29,Small,5'4'' to 5'6'',No,Yes,No
FTN2016-0069,None detected ,19 feet to 21 feet ,Male ,Black ,23 ,Small ,5'4'' to 5'6'' ,No ,No ,No 
FTN2016-0069, None detected, 19 feet to 21 feet, Male, Black, 20, Small, 5'4'' to 5'6'', No, No, No
FTN2016-0140,Unknown,1 feet to 3 feet,Male,Black,27,Small,5'10'' to 6'0'',No,No,Yes
FTN2022-0087,None detected,7 feet to 10 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0144,None detected,7 feet to 10 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,No
FTN2016-0090,None detected,1 feet to 3 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0254,Unknown,1 feet to 3 feet,Male,Black,17,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2016-0353,Mentally unstable,0 feet to 1 feet,Male,Black,11,Small,< 5'0'',No,Yes,No
FTN2016-0508,Unknown,11 feet to 14 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0193,Unknown ,11 feet to 14 feet ,Female ,Black ,0 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2021-0193, Unknown , 11 feet to 14 feet , Male , Black , 0 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2021-0193, Unknown, 11 feet to 14 feet, Male, Black, 0, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2017-0541,Unknown Drugs,11 feet to 14 feet,Male,Black,34,Large,> 6'3'',Yes,Yes,Yes
FTN2016-0299,Alchohol,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0246,Unknown Drugs,7 feet to 10 feet,Male,Black,24,Small,5'10'' to 6'0'',No,No,Yes
FTN2016-0400,Unknown,7 feet to 10 feet,Male,White,27,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2016-0113,None detected,11 feet to 14 feet,Male,Black,28,Small,5'4'' to 5'6'',No,No,Yes
