PIB File Number,Use of Force Type,Use of Force Level,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Officer Injured
FTN2019-0103,Takedown (no injury),L1,Yes,White,Male,43,7,No
FTN2019-0103,CEW Deployment,L2,Yes,White,Male,43,7,No
FTN2020-0109,Takedown (w/injury),L2,Yes,Hispanic,Male,43,7,No
FTN2020-0109,Takedown (w/injury),L2,Yes,White,Male,43,7,No
FTN2020-0134,Takedown (no injury),L1,Yes,Asian/Pacific Islander,Male,43,7,No
FTN2020-0310,Hands,L1,Yes,Hispanic,Male,43,7,No
FTN2020-0138,Takedown (no injury),L1,Yes,Hispanic,Male,43,7,No
FTN2020-0140,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,43,7,No
FTN2023-0109,Takedown (no injury),L1,Yes,White,Female,43,7,No
FTN2023-0329,CEW Deployment,L2,Yes,White,Female,43,7,No
FTN2021-0013,Force (Take Down),L2,Yes,Asian/Pacific Islander,Male,44,7,No
FTN2018-0174,Hands,L1,Yes,Black,Male,44,7,No
FTN2021-0058,Takedown (no injury),L1,Yes,Asian/Pacific Islander,Male,44,7,No
FTN2021-0332,Hands (with injury),L2,No,White,Male,44,7,Yes
FTN2021-0023,Hands,L1,Yes,White,Male,44,7,No
FTN2021-0404,Hands,L1,Yes,Asian/Pacific Islander,Male,44,7,No
FTN2024-0058,CEW Deployment,L2,No,White,Female,44,7,No
FTN2024-0063,CEW Deployment,L2,Yes,White,Female,44,7,No
FTN2022-0394,Takedown (no injury),L1,Yes,Hispanic,Male,45,7,No
FTN2020-0180,Firearm (Exhibited),L1,Yes,Black,Male,46,7,No
FTN2020-0102,Hands,L1,No,Black,Male,46,7,No
FTN2023-0006,Hands,L1,No,Hispanic,Male,46,7,No
FTN2023-0236,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,46,7,No
FTN2017-0505,Force (Take Down),L2,Yes,Black,Male,47,7,No
FTN2017-0594,Firearm (Exhibited),L1,Yes,Black,Male,47,7,No
FTN2021-0218,Firearm (Exhibited),L1,No,Black,Male,47,7,No
FTN2021-0187,Hands,L1,Yes,Black,Male,47,7,Yes
FTN2017-0242,Force (Take Down),L2,Yes,Black,Male,47,7,No
FTN2017-0630,Firearm (Exhibited),L1,Yes,Black,Male,47,7,No
FTN2017-0296,Force (Take Down),L2,Yes,Black,Male,47,7,No
FTN2018-0011,Hands,L1,Yes,Black,Male,48,7,No
FTN2018-0359,Takedown (no injury),L1,Yes,Black,Male,48,7,No
FTN2022-0288,Hands,L1,Yes,Black,Male,48,7,No
FTN2019-0180,Firearm (Discharged),L4,Yes,Black,Male,49,7,No
FTN2019-0016,Hands,L1,Yes,White,Male,50,7,Yes
FTN2019-0016,Takedown (w/injury),L2,Yes,White,Male,50,7,Yes
FTN2023-0444,Hands,L1,Yes,Black,Male,53,7,No
FTN2016-0119,Hands,L1,Yes,Black,Male,53,7,Yes
FTN2016-0027,Canine (Bite),L4,Yes,Black,Male,58,7,No
FTN2016-0325,Canine (Bite),L4,Yes,Black,Male,58,7,No
FTN2016-0270,Canine (Bite),L4,Yes,Black,Male,58,7,No
FTN2016-0295,Canine (No Bite),L1,Yes,Black,Male,58,7,No
FTN2016-0597,Canine (No Bite),L2,Yes,Black,Male,58,7,No
FTN2017-0209,Force (Take Down),L2,Yes,Black,Male,59,7,Yes
FTN2017-0364,Force (Take Down),L2,Yes,Hispanic,Male,22,8,No
FTN2017-0471,Hands,L1,Yes,Black,Male,22,8,No
FTN2017-0355,Hands,L1,Yes,Black,Male,22,8,No
FTN2017-0252,Hands,L1,Yes,Black,Male,22,8,No
FTN2017-0017,Force (Escort Tech),L1,Yes,Black,Male,22,8,No
FTN2017-0195,Firearm (Exhibited),L1,Yes,White,Male,22,8,No
FTN2017-0532,CEW Exhibited/Laser,L1,Yes,White,Male,23,8,No
FTN2018-0047,Hands,L1,No,Hispanic,Male,23,8,No
FTN2017-0615,Force (Take Down),L2,Yes,White,Male,23,8,Yes
FTN2018-0246,Firearm (Exhibited),L1,Yes,Black,Male,23,8,No
FTN2016-0602,Firearm (Exhibited),L1,Yes,Black,Male,23,8,No
FTN2017-0554,Force (Take Down),L2,Yes,Black,Male,23,8,Yes
FTN2017-0243,Force (Take Down),L2,Yes,White,Male,23,8,Yes
FTN2017-0479,Force (Take Down),L2,Yes,Black,Male,23,8,No
FTN2018-0229,Firearm (Exhibited),L1,Yes,Black,Male,23,8,No
FTN2017-0306,Firearm (Exhibited),L1,Yes,Black,Male,23,8,No
FTN2018-0238,CEW Deployment,L2,No,Black,Male,23,8,No
FTN2017-0630,CEW Exhibited/Laser,L1,Yes,Asian/Pacific Islander,Male,23,8,No
FTN2017-0583,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,23,8,No
FTN2017-0510,Force (Take Down),L2,Yes,White,Male,24,8,No
FTN2017-0576,Force (Take Down),L2,Yes,White,Male,24,8,No
FTN2017-0574,Hands,L1,Yes,White,Male,24,8,No
FTN2017-0475,CEW Deployment,L2,No,White,Male,24,8,Yes
FTN2017-0475,Force (Take Down),L2,Yes,White,Male,24,8,Yes
FTN2016-0563,Firearm (Exhibited),L1,Yes,White,Male,24,8,No
FTN2017-0483,Firearm (Exhibited),L1,Yes,White,Male,24,8,No
FTN2018-0030,Force (Take Down),L2,Yes,White,Male,24,8,No
FTN2017-0200,Hands,L1,Yes,White,Male,24,8,No
FTN2017-0243,Force (Take Down),L2,Yes,White,Male,24,8,Yes
FTN2017-0318,Firearm (Exhibited),L1,Yes,White,Male,24,8,No
FTN2017-0366,Firearm (Exhibited),L1,Yes,White,Male,24,8,Yes
FTN2019-0064,Hands,L1,Yes,Hispanic,Male,24,8,Yes
FTN2018-0364,Hands,L1,No,Hispanic,Female,24,8,No
FTN2019-0278,Takedown (no injury),L1,Yes,Hispanic,Male,24,8,No
FTN2019-0362,Takedown (w/injury),L2,Yes,Hispanic,Male,24,8,No
FTN2019-0026,Takedown (w/injury),L2,Yes,Black,Male,24,8,No
FTN2018-0062,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,24,8,No
FTN2016-0499,Other,L1,No,Black,Female,24,8,Yes
FTN2016-0518,Firearm (Exhibited),L1,Yes,White,Male,24,8,No
FTN2016-0596,Firearm (Exhibited),L1,Yes,White,Female,24,8,No
FTN2016-0589,Force (Escort Tech),L1,Yes,White,Female,24,8,No
FTN2016-0488,CEW Exhibited/Laser,L1,Yes,Asian/Pacific Islander,Male,24,8,No
FTN2016-0488,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,24,8,No
FTN2016-0594,Firearm (Exhibited),L1,No,Asian/Pacific Islander,Male,24,8,No
FTN2016-0452,Firearm (Exhibited),L1,Yes,White,Female,24,8,No
FTN2017-0532,Hands,L1,No,White,Male,25,8,No
FTN2017-0546,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2017-0546,Firearm (Exhibited),L1,Yes,White,Male,25,8,No
FTN2017-0386,CEW Exhibited/Laser,L1,Yes,White,Male,25,8,No
FTN2020-0184,Firearm (Discharged),L4,No,Black,Male,25,8,No
FTN2019-0230,Firearm (Exhibited),L1,No,White,Male,25,8,No
FTN2017-0483,Firearm (Exhibited),L1,Yes,White,Male,25,8,No
FTN2017-0526,CEW Exhibited/Laser,L1,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2017-0625,CEW Exhibited/Laser,L1,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2017-0625,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2018-0050,Hands,L1,Yes,White,Male,25,8,No
FTN2017-0503,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2017-0200,Hands,L1,Yes,White,Male,25,8,No
FTN2017-0366,Firearm (Exhibited),L1,Yes,White,Male,25,8,No
FTN2017-0560,Hands,L1,Yes,White,Male,25,8,No
FTN2017-0196,Force (Take Down),L2,Yes,White,Female,25,8,No
FTN2017-0190,Force (Take Down),L2,Yes,White,Male,25,8,No
FTN2017-0125,Firearm (Exhibited),L1,Yes,White,Male,25,8,No
FTN2017-0211,Firearm (Exhibited),L1,Yes,Black,Male,25,8,No
FTN2019-0298,Hands,L1,Yes,White,Male,25,8,No
FTN2019-0298,Takedown (no injury),L1,Yes,White,Male,25,8,No
FTN2020-0054,Takedown (no injury),L1,Yes,Black,Male,25,8,No
FTN2018-0109,Firearm (Exhibited),L1,Yes,White,Male,25,8,No
FTN2017-0370,Hands,L1,Yes,Black,Male,25,8,No
FTN2018-0305,Force (Take Down),L2,Yes,White,Male,25,8,No
FTN2017-0477,Force (Take Down),L2,Yes,Black,Female,25,8,No
FTN2019-0087,Takedown (no injury),L1,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2019-0180,Firearm (Discharged),L4,Yes,Asian/Pacific Islander,Male,25,8,No
FTN2020-0375,Firearm (Exhibited),L1,No,Black,Male,25,8,No
FTN2020-0375,Takedown (no injury),L1,Yes,Black,Male,25,8,No
FTN2017-0514,Force (Escort Tech),L1,Yes,Black,Female,25,8,No
FTN2017-0252,Hands,L1,Yes,White,Male,25,8,No
FTN2018-0231,Force (Escort Tech),L1,Yes,White,Male,26,8,No
FTN2017-0487,Hands,L1,Yes,White,Male,26,8,No
FTN2017-0487,Hands,L1,Yes,White,Male,26,8,No
FTN2019-0372,Force (Neck Holds),L4,No,White,Male,26,8,No
FTN2018-0246,Firearm (Exhibited),L1,Yes,Black,Male,26,8,No
FTN2021-0369,Firearm (Exhibited),L1,Yes,Black,Male,26,8,No
FTN2017-0412,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2017-0104,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2018-0103,CEW Exhibited/Laser,L1,Limited,White,Male,26,8,No
FTN2018-0103,Force (Take Down),L2,Yes,White,Male,26,8,No
FTN2018-0115,CEW Exhibited/Laser,L1,Yes,White,Male,26,8,No
FTN2018-0115,Force (Take Down),L2,Yes,White,Male,26,8,No
FTN2018-0156,Takedown (no injury),L1,Yes,Asian/Pacific Islander,Male,26,8,No
FTN2018-0182,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2018-0017,Hands,L1,No,White,Male,26,8,No
FTN2017-0333,Hands,L1,Yes,White,Male,26,8,No
FTN2017-0399,CEW Deployment,L2,Yes,White,Male,26,8,No
FTN2018-0197,Hands,L1,Yes,White,Male,26,8,No
FTN2021-0272,Takedown (w/injury),L2,Yes,Hispanic,Male,26,8,No
FTN2019-0244,Takedown (w/injury),L2,Yes,White,Male,26,8,No
FTN2019-0036,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2021-0289,Takedown (no injury),L1,Yes,Hispanic,Male,26,8,No
FTN2018-0275,Hands,L1,Yes,Asian/Pacific Islander,Male,26,8,No
FTN2018-0344,Other,L1,Yes,White,Male,26,8,No
FTN2019-0029,Takedown (w/injury),L2,Yes,White,Male,26,8,No
FTN2018-0362,Hands,L1,Yes,White,Male,26,8,Yes
FTN2018-0306,Hands,L1,Yes,White,Male,26,8,No
FTN2021-0044,Force (Take Down),L2,Yes,Hispanic,Male,26,8,Yes
FTN2021-0046,Hands,L1,Yes,Hispanic,Male,26,8,No
FTN2021-0046,Force (Take Down),L2,Yes,Hispanic,Male,26,8,No
FTN2018-0112,Hands,L1,Yes,White,Female,26,8,No
FTN2021-0190,Firearm (Exhibited),L1,Yes,Hispanic,Male,26,8,No
FTN2021-0190,Takedown (no injury),L1,Yes,Hispanic,Male,26,8,No
FTN2021-0226,Hands,L1,Yes,Hispanic,Male,26,8,No
FTN2017-0085,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2019-0054,Takedown (w/injury),L2,Yes,White,Male,26,8,No
FTN2019-0296,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2019-0296,CEW Deployment,L2,Yes,White,Male,26,8,No
FTN2018-0367,Hands,L1,No,White,Male,26,8,No
FTN2018-0295,Hands,L1,Yes,Asian/Pacific Islander,Male,26,8,No
FTN2018-0466,Firearm (Exhibited),L1,No,Asian/Pacific Islander,Male,26,8,No
FTN2018-0466,Force (Take Down),L2,Yes,Asian/Pacific Islander,Male,26,8,No
FTN2018-0466,Head Strike (No Wep),L3,No,Asian/Pacific Islander,Male,26,8,No
FTN2020-0213,Takedown (no injury),L1,Yes,White,Male,26,8,No
FTN2019-0109,Takedown (no injury),L1,Yes,White,Male,26,8,No
FTN2017-0046,Force (Escort Tech),L1,Yes,White,Male,26,8,No
FTN2017-0046,Hands,L1,Yes,White,Male,26,8,No
FTN2021-0281,Firearm (Exhibited),L1,Yes,Black,Male,26,8,No
FTN2016-0629,Firearm (Exhibited),L1,Yes,White,Male,26,8,No
FTN2021-0347,Force (Take Down),L2,Yes,Black,Male,26,8,Yes
FTN2018-0234,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,26,8,No
FTN2017-0564,Baton (non-strike),L2,Yes,White,Male,26,8,No
FTN2016-0484,Firearm (Exhibited),L1,Yes,Black,Male,26,8,No
FTN2016-0297,Hands,L1,Yes,Black,Male,26,8,No
FTN2017-0144,Force (Take Down),L2,Yes,White,Male,26,8,No
FTN2017-0014,Force (Take Down),L2,Yes,White,Male,26,8,Yes
FTN2016-0463,Hands,L1,Yes,Black,Male,26,8,No
FTN2017-0595,Firearm (Exhibited),L1,Yes,Black,Male,27,8,No
FTN2017-0415,Firearm (Exhibited),L1,No,Black,Male,27,8,No
FTN2018-0441,Firearm (Exhibited),L1,Yes,White,Male,27,8,No
FTN2018-0446,Takedown (w/injury),L2,Yes,White,Male,27,8,Yes
FTN2018-0379,Takedown (w/injury),L2,Yes,White,Male,27,8,Yes
FTN2019-0105,Takedown (no injury),L1,Yes,White,Male,27,8,No
FTN2019-0002,Takedown (no injury),L1,Yes,White,Male,27,8,No
FTN2018-0407,Hands,L1,Yes,White,Male,27,8,No
FTN2018-0427,Force (Defense Tech),L2,Yes,White,Male,27,8,No
FTN2021-0059,Hands,L1,Yes,White,Male,27,8,No
FTN2018-0365,Takedown (no injury),L1,Yes,White,Male,27,8,No
FTN2020-0109,Force (Defense Tech),L2,Yes,White,Male,27,8,No
FTN2018-0301,Hands,L1,Yes,White,Male,27,8,No
FTN2017-0645,Force (Take Down),L2,Yes,Black,Male,27,8,No
FTN2019-0324,Hands,L1,Yes,White,Male,27,8,No
FTN2019-0315,CEW Exhibited/Laser,L1,Limited,White,Male,27,8,Yes
FTN2017-0620,Hands,L1,Yes,Hispanic,Male,27,8,No
FTN2017-0531,Force (Take Down),L2,Yes,White,Male,27,8,No
FTN2017-0143,Firearm (Exhibited),L1,Yes,Hispanic,Male,27,8,No
FTN2019-0013,Firearm (Exhibited),L1,Yes,Black,Male,27,8,No
FTN2017-0407,Force (Take Down),L2,Yes,Hispanic,Male,27,8,No
FTN2017-0586,Firearm (Exhibited),L1,Yes,White,Male,27,8,No
FTN2017-0586,Hands,L1,Yes,White,Male,27,8,No
FTN2019-0279,Force (Take Down),L2,Yes,White,Male,27,8,Yes
FTN2019-0150,Hands,L1,Yes,White,Male,27,8,No
FTN2019-0058,Firearm (Discharged),L4,Yes,Asian/Pacific Islander,Male,27,8,No
FTN2019-0115,Firearm (Exhibited),L1,Yes,White,Male,27,8,No
FTN2019-0026,Takedown (w/injury),L2,Yes,Black,Male,27,8,No
FTN2018-0075,Force (Take Down),L2,Yes,White,Male,27,8,No
FTN2017-0292,Firearm (Exhibited),L1,Yes,Black,Male,27,8,No
FTN2017-0247,Firearm (Exhibited),L1,Yes,Black,Male,27,8,No
FTN2018-0417,Firearm (Exhibited),L1,Yes,White,Male,27,8,No
FTN2017-0295,Hands,L1,Yes,White,Female,27,8,No
FTN2017-0139,Firearm (Exhibited),L1,Yes,Black,Male,27,8,No
FTN2022-0237,Firearm (Exhibited),L1,Yes,Black,Male,27,8,No
FTN2019-0001,Handcuffed Subject,L4,No,White,Male,27,8,No
FTN2016-0596,Firearm (Exhibited),L1,Yes,White,Female,27,8,No
FTN2022-0212,Takedown (no injury),L1,Yes,Black,Male,27,8,No
FTN2022-0212,Vehicle,L4,Yes,Black,Male,27,8,No
FTN2017-0567,CEW Exhibited/Laser,L1,Yes,White,Male,27,8,No
FTN2016-0598,Firearm (Exhibited),L1,Yes,Hispanic,Male,27,8,No
FTN2016-0403,Hands,L1,Yes,Hispanic,Female,27,8,No
FTN2020-0206,Firearm (Exhibited),L1,No,White,Male,28,8,No
FTN2019-0137,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2020-0169,Firearm (Exhibited),L1,No,White,Male,28,8,No
FTN2019-0019,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2020-0195,Firearm (Exhibited),L1,Yes,White,Male,28,8,No
FTN2020-0200,Hands,L1,Yes,White,Male,28,8,No
FTN2020-0284,Hands,L1,Yes,Black,Male,28,8,No
FTN2019-0186,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2019-0196,Hands,L1,No,White,Male,28,8,No
FTN2019-0335,Takedown (no injury),L1,Yes,White,Male,28,8,No
FTN2019-0347,Firearm (Exhibited),L1,Yes,White,Male,28,8,No
FTN2018-0287,Takedown (no injury),L1,Yes,Black,Male,28,8,No
FTN2020-0079,Takedown (no injury),L1,Yes,White,Male,28,8,No
FTN2020-0170,Hands,L1,Yes,White,Male,28,8,No
FTN2018-0330,CEW Deployment,L2,Yes,Hispanic,Male,28,8,No
FTN2020-0274,Force (Take Down),L2,Yes,White,Male,28,8,Yes
FTN2018-0242,Takedown (no injury),L1,Yes,Black,Male,28,8,Yes
FTN2017-0591,Hands,L1,Yes,Black,Male,28,8,No
FTN2017-0552,Hands,L1,Yes,Black,Male,28,8,No
FTN2020-0049,Firearm (Exhibited),L1,No,White,Male,28,8,No
FTN2020-0049,Hands,L1,Yes,White,Male,28,8,No
FTN2020-0108,Hands,L1,Yes,White,Male,28,8,No
FTN2020-0165,Firearm (Exhibited),L1,Yes,White,Male,28,8,No
FTN2016-0401,Force (Take Down),L2,No,White,Male,28,8,No
FTN2017-0528,Hands,L1,Yes,Hispanic,Male,28,8,No
FTN2020-0239,Takedown (no injury),L1,Yes,White,Male,28,8,Yes
FTN2018-0296,Firearm (Exhibited),L1,Yes,Hispanic,Male,28,8,No
FTN2021-0034,Hands,L1,Yes,White,Male,28,8,No
FTN2021-0034,Takedown (no injury),L1,Yes,White,Male,28,8,No
FTN2017-0374,Firearm (Exhibited),L1,No,Hispanic,Female,28,8,No
FTN2019-0143,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2017-0350,Hands,L1,Yes,Hispanic,Male,28,8,No
FTN2017-0353,Firearm (Exhibited),L1,No,White,Male,28,8,No
FTN2017-0385,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2017-0394,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2017-0441,Hands,L1,Yes,White,Male,28,8,Yes
FTN2017-0446,Hands,L1,Yes,Hispanic,Male,28,8,No
FTN2020-0028,CEW Deployment,L2,Limited,White,Male,28,8,Yes
FTN2020-0050,Takedown (no injury),L1,Yes,White,Male,28,8,Yes
FTN2020-0088,Hands,L1,Yes,White,Male,28,8,No
FTN2020-0383,Firearm (Exhibited),L1,Yes,White,Male,28,8,No
FTN2018-0140,Firearm (Exhibited),L1,Yes,Black,Male,28,8,No
FTN2022-0011,Firearm (Exhibited),L1,Yes,White,Male,28,8,No
FTN2019-0180,Firearm (Discharged),L4,Yes,White,Male,28,8,No
FTN2017-0244,Firearm (Exhibited),L1,Yes,Black,Male,28,8,No
FTN2022-0288,Hands,L1,Yes,White,Male,28,8,No
FTN2022-0036,Hands,L1,Yes,White,Male,28,8,No
FTN2017-0197,Hands,L1,No,White,Female,28,8,No
FTN2016-0376,CEW Exhibited/Laser,L1,No,White,Male,28,8,No
FTN2016-0376,Firearm (Exhibited),L1,No,White,Male,28,8,No
FTN2016-0507,CEW Exhibited/Laser,L1,Yes,White,Male,28,8,No
FTN2016-0507,Firearm (Exhibited),L1,Yes,White,Male,28,8,No
FTN2016-0589,Force (Escort Tech),L1,Yes,White,Male,28,8,No
FTN2016-0589,Force (Take Down),L2,Yes,White,Male,28,8,No
FTN2016-0492,CEW Exhibited/Laser,L1,Limited,Black,Male,28,8,No
FTN2017-0343,Force (Take Down),L2,Yes,White,Male,28,8,Yes
FTN2017-0343,Handcuffed Subject,L4,Yes,White,Male,28,8,Yes
FTN2016-0642,Force (Escort Tech),L1,Yes,White,Male,28,8,Yes
FTN2016-0598,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,28,8,No
FTN2017-0262,Hands,L1,Yes,Hispanic,Female,28,8,No
FTN2016-0525,Hands,L1,Yes,White,Male,28,8,No
FTN2017-0492,CEW Exhibited/Laser,L1,Yes,Black,Male,29,8,No
FTN2017-0492,Firearm (Exhibited),L1,No,Black,Male,29,8,No
FTN2017-0615,Force (Take Down),L2,Yes,Hispanic,Male,29,8,No
FTN2017-0519,CEW Exhibited/Laser,L1,Yes,White,Male,29,8,No
FTN2017-0640,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2017-0298,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2021-0018,Firearm (Exhibited),L1,No,Black,Male,29,8,No
FTN2022-0245,Canine (Bite),L4,Yes,White,Male,29,8,No
FTN2017-0409,Firearm (Exhibited),L1,Yes,Black,Male,29,8,No
FTN2020-0016,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2017-0472,Force (Take Down),L2,Yes,Black,Male,29,8,No
FTN2018-0014,Hands,L1,Yes,Hispanic,Male,29,8,No
FTN2018-0014,CEW Deployment,L2,Yes,Hispanic,Male,29,8,No
FTN2017-0233,Firearm (Exhibited),L1,Yes,Black,Male,29,8,No
FTN2021-0063,Firearm (Exhibited),L1,No,White,Male,29,8,No
FTN2019-0013,Firearm (Exhibited),L1,Yes,Hispanic,Male,29,8,No
FTN2017-0211,Firearm (Exhibited),L1,Yes,Black,Male,29,8,No
FTN2017-0265,Firearm (Exhibited),L1,Yes,Black,Male,29,8,No
FTN2017-0369,Firearm (Exhibited),L1,Yes,Hispanic,Male,29,8,No
FTN2019-0072,Firearm (Exhibited),L1,Yes,Hispanic,Male,29,8,No
FTN2018-0420,Firearm (Exhibited),L1,Yes,Hispanic,Male,29,8,No
FTN2017-0633,Force (Take Down),L2,Yes,White,Male,29,8,No
FTN2021-0334,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,29,8,No
FTN2018-0001,CEW Deployment,L2,Yes,Black,Male,29,8,No
FTN2021-0108,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2021-0130,Hands,L1,Yes,White,Male,29,8,No
FTN2021-0130,Handcuffed Subject,L4,Yes,White,Male,29,8,No
FTN2021-0008,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2017-0218,Hands,L1,Yes,White,Male,29,8,Yes
FTN2019-0297,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2016-0301,Hands,L1,Yes,White,Male,29,8,No
FTN2017-0392,Force (Take Down),L2,Yes,White,Male,29,8,No
FTN2021-0226,Hands,L1,Yes,White,Male,29,8,No
FTN2020-0007,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2021-0284,Takedown (no injury),L1,Yes,White,Male,29,8,No
FTN2018-0267,Hands,L1,Yes,Hispanic,Female,29,8,No
FTN2017-0637,Firearm (Exhibited),L1,Yes,Black,Male,29,8,No
FTN2021-0368,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,29,8,No
FTN2017-0603,Firearm (Exhibited),L1,Yes,Black,Male,29,8,No
FTN2021-0236,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,29,8,No
FTN2022-0088,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2017-0046,Hands,L1,Yes,White,Male,29,8,No
FTN2021-0005,Takedown (w/injury),L2,Yes,White,Male,29,8,No
FTN2021-0222,Force (Escort Tech),L1,Yes,White,Male,29,8,No
FTN2023-0111,Canine (No Bite),L2,No,White,Male,29,8,No
FTN2019-0018,Firearm (Exhibited),L1,Yes,Hispanic,Male,29,8,No
FTN2022-0242,Canine (No Bite),L2,Yes,White,Male,29,8,No
FTN2016-0571,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2016-0052,CEW Deployment,L4,Yes,White,Male,29,8,No
FTN2016-0069,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2016-0090,CEW Exhibited/Laser,L1,Yes,White,Male,29,8,No
FTN2016-0021,CEW Deployment,L2,No,White,Male,29,8,No
FTN2016-0452,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2016-0120,Firearm (Exhibited),L1,No,White,Male,29,8,No
FTN2016-0005,CEW Deployment,L2,No,White,Male,29,8,No
FTN2017-0205,Force (Take Down),L2,Yes,Black,Male,29,8,No
FTN2016-0016,CEW Deployment,L2,No,White,Male,29,8,No
FTN2016-0152,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2016-0152,Force (Take Down),L2,Yes,White,Male,29,8,No
FTN2016-0153,Firearm (Exhibited),L1,No,White,Male,29,8,No
FTN2017-0121,Firearm (Exhibited),L1,Yes,White,Male,29,8,No
FTN2018-0079,Firearm (Exhibited),L1,Yes,Black,Male,30,8,No
FTN2018-0341,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2017-0253,Other,L1,Yes,White,Female,30,8,No
FTN2018-0246,Firearm (Exhibited),L1,Yes,Black,Male,30,8,No
FTN2017-0482,Force (Take Down),L2,Yes,White,Male,30,8,No
FTN2022-0484,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2018-0030,Force (Take Down),L2,Yes,Hispanic,Male,30,8,No
FTN2023-0031,Canine (Bite),L4,Yes,White,Male,30,8,No
FTN2017-0455,Force (Take Down),L2,Yes,White,Male,30,8,Yes
FTN2018-0017,Hands,L1,No,Hispanic,Male,30,8,No
FTN2019-0164,Firearm (Exhibited),L1,Yes,Black,Male,30,8,No
FTN2022-0008,Takedown (no injury),L1,Yes,White,Male,30,8,No
FTN2022-0008,Force (Defense Tech),L2,No,White,Male,30,8,No
FTN2022-0110,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2018-0130,CEW Deployment,L2,Yes,Hispanic,Male,30,8,No
FTN2022-0045,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2018-0173,Takedown (no injury),L1,Yes,White,Male,30,8,Yes
FTN2017-0617,Hands,L1,No,White,Male,30,8,No
FTN2019-0219,Hands,L1,Yes,Black,Male,30,8,Yes
FTN2019-0219,Takedown (w/injury),L2,Yes,Black,Male,30,8,Yes
FTN2017-0160,Firearm (Exhibited),L1,Yes,Hispanic,Male,30,8,No
FTN2017-0246,CEW Exhibited/Laser,L1,Limited,Hispanic,Male,30,8,No
FTN2018-0391,Firearm (Exhibited),L1,Yes,Hispanic,Male,30,8,No
FTN2018-0281,Takedown (no injury),L1,Yes,Hispanic,Male,30,8,No
FTN2017-0622,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2017-0618,Firearm (Exhibited),L1,No,White,Male,30,8,No
FTN2017-0618,Force (Take Down),L2,Yes,White,Male,30,8,No
FTN2019-0023,Takedown (no injury),L1,Yes,Black,Female,30,8,No
FTN2021-0332,Hands (with injury),L2,No,White,Male,30,8,Yes
FTN2017-0028,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2017-0459,Firearm (Exhibited),L1,Yes,White,Male,30,8,No
FTN2018-0186,Takedown (no injury),L1,Yes,Black,Male,30,8,No
FTN2018-0273,Hands,L1,Yes,Black,Male,30,8,No
