PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Subject Count,Officer Count
FTN2023-0406,9/20/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0408,9/21/2023,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0413,9/26/2023,FOB - Field Operations Bureau,5th District,D.I.U.,Property,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,3
FTN2023-0409,9/22/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,3
FTN2023-0410,9/23/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,1,2
FTN2023-0412,9/24/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Other,Good,Clear Conditions,1,2
FTN2023-0411,9/24/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2023-0415,9/28/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0414,9/28/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,1,2
FTN2023-0416,9/29/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,6
FTN2023-0423,10/6/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,2
FTN2023-0417,10/1/2023,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2023-0418,10/5/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2023-0450,10/7/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0419,10/5/2023,FOB - Field Operations Bureau,7th District,Staff,Staff Other,Unknown,Unknown,Completed,UOF Justified,Arresting,Good,Clear Conditions,2,1
FTN2023-0425,10/9/2023,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,3
FTN2023-0422,10/6/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Paid Detail,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0427,10/11/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2023-0428,10/11/2023,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,3
FTN2023-0429,10/11/2023,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Unknown,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,2
FTN2023-0430,10/12/2023,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,3
FTN2023-0421,10/6/2023,FOB - Field Operations Bureau,4th District,Staff,Staff Other,Unknown,Unknown,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,1,1
FTN2023-0424,10/8/2023,FOB - Field Operations Bureau,5th District,Staff,Staff Other,Unknown,Unknown,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,1,4
FTN2023-0426,10/10/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2023-0432,10/16/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0436,10/21/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0437,10/21/2023,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0438,10/25/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0439,10/25/2023,FOB - Field Operations Bureau,1st District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0433,10/18/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0441,10/28/2023,FOB - Field Operations Bureau,1st District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0442,10/29/2023,FOB - Field Operations Bureau,2nd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2023-0443,10/30/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Special Assignment,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2023-0434,10/19/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0440,10/27/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,2
FTN2023-0445,11/1/2023,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0448,11/4/2023,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0449,11/5/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
FTN2023-0444,11/1/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Unknown,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,1,6
FTN2023-0447,11/3/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0452,11/6/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0454,11/9/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Poor,Rainy Conditions - Light,1,2
FTN2023-0453,11/7/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2023-0458,11/10/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,AWP Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0455,11/10/2023,FOB - Field Operations Bureau,7th District,Unknown,Admin,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0456,11/10/2023,ISB - Investigation and Support Bureau,Criminal Investigations Division,VCAIT,VCAIT,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,2,5
FTN2023-0457,11/9/2023,FOB - Field Operations Bureau,6th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0461,11/14/2023,FOB - Field Operations Bureau,7th District,Night Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,2,1
FTN2023-0459,11/11/2023,FOB - Field Operations Bureau,1st District,D.I.U.,Persons,Regular Working,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2023-0462,11/15/2023,FOB - Field Operations Bureau,4th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,1
FTN2023-0463,11/15/2023,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0460,11/14/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0466,11/19/2023,FOB - Field Operations Bureau,8th District,Unknown,Investigations,Regular Working,Between 11pm-7am,Completed,UOF Justified,Other,Poor,Clear Conditions,1,2
FTN2023-0467,11/19/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2023-0470,11/20/2023,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2023-0468,11/20/2023,FOB - Field Operations Bureau,6th District,Unknown,Investigations,AWP Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0464,11/16/2023,FOB - Field Operations Bureau,6th District,D.I.U.,Staff,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2023-0488,11/21/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0471,11/22/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0474,11/24/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Poor,Clear Conditions,1,2
FTN2023-0472,11/24/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0473,11/24/2023,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0469,11/20/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,3,3
FTN2023-0475,11/25/2023,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0476,11/24/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,2,2
FTN2023-0482,11/26/2023,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0479,11/25/2023,ISB - Investigation and Support Bureau,Special Investigations Division,Intelligence Section,Other,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Other,Good,Clear Conditions,1,1
FTN2023-0478,11/27/2023,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Poor,Rainy Conditions - Light,2,2
FTN2023-0477,11/26/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0480,11/28/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0481,11/29/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown Assignment,Regular Working,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2023-0485,12/1/2023,FOB - Field Operations Bureau,4th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Traffic Stop,Good,Rainy Conditions - Light,1,1
FTN2023-0484,12/1/2023,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0483,11/30/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Rainy Conditions - Light,1,2
FTN2023-0486,12/2/2023,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Foggy Condition,1,1
FTN2023-0489,12/6/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0490,12/7/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,2,3
FTN2023-0493,12/11/2023,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0491,12/8/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,2,2
FTN2023-0494,12/12/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 7am-3pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,1,2
FTN2023-0495,12/13/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0496,12/13/2023,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0497,12/14/2023,ISB - Investigation and Support Bureau,Special Investigations Division,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,2
FTN2023-0498,12/15/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0492,12/11/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Pedestrian Stop,Good,Clear Conditions,1,6
FTN2023-0501,12/17/2023,FOB - Field Operations Bureau,5th District,Unknown,Investigations,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Other,Good,Clear Conditions,2,2
FTN2023-0503,12/18/2023,FOB - Field Operations Bureau,7th District,Unknown,Night Watch,AWP Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0504,12/18/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0505,12/18/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0500,12/17/2023,FOB - Field Operations Bureau,5th District,Staff,Staff Other,Unknown,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0510,12/20/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0509,12/20/2023,FOB - Field Operations Bureau,6th District,Unknown,Investigations,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1
FTN2023-0507,12/20/2023,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2023-0506,12/19/2023,FOB - Field Operations Bureau,8th District,Unknown,3rd Platoon,AWP Working,Unknown,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0511,12/20/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2023-0514,12/20/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2023-0512,12/21/2023,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Unknown,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2023-0516,12/21/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,3
FTN2023-0513,12/21/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0515,12/21/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Traffic Stop,Poor,Clear Conditions,1,1
FTN2023-0517,12/22/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0519,12/23/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2023-0518,12/23/2023,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0520,12/25/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2023-0521,12/25/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,2,2
FTN2023-0524,12/26/2023,FOB - Field Operations Bureau,6th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0523,12/26/2023,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,5
FTN2023-0522,12/26/2023,FOB - Field Operations Bureau,8th District,Day Watch,Admin,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0508,12/20/2023,FOB - Field Operations Bureau,Communications,Unknown,APR,Unknown,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,6,4
FTN2023-0526,12/28/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,4
FTN2023-0525,12/27/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2023-0530,12/30/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,2
FTN2023-0527,12/30/2023,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0529,12/30/2023,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,2,1
FTN2023-0531,12/30/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2023-0533,12/31/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0532,12/31/2023,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2023-0528,12/29/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,2,3
FTN2024-0001,1/1/2024,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,AWP Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0004,1/1/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0003,1/1/2024,FOB - Field Operations Bureau,8th District,Unknown,Bourbon Street,Unknown,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2023-0534,12/31/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,3,3
FTN2024-0005,1/1/2024,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,4,3
FTN2024-0008,1/3/2024,FOB - Field Operations Bureau,7th District,Unknown,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,5
FTN2024-0002,1/1/2024,FOB - Field Operations Bureau,1st District,D.I.U.,Staff,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,6
FTN2024-0006,1/3/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,UOF Justified,Serving a Warrant,Good,Rainy Conditions - Light,1,4
FTN2024-0009,1/4/2024,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2024-0007,1/3/2024,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0013,1/8/2024,FOB - Field Operations Bureau,2nd District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Poor,Clear Conditions,1,1
FTN2024-0012,1/7/2024,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Unknown,Regular Working,Unknown,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,1,4
FTN2024-0017,1/9/2024,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2024-0014,1/8/2024,FOB - Field Operations Bureau,6th District,D.I.U.,Property,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0015,1/9/2024,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Unknown,Unknown,Completed,UOF Justified,Call for Service,Poor,Rainy Conditions - Light,1,2
FTN2024-0019,1/12/2024,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 7am-3pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2024-0018,1/12/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified With Policy Violation,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0022,1/13/2024,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Unknown,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0021,1/9/2024,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Regular Working,Unknown,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,3,1
FTN2024-0024,1/14/2024,FOB - Field Operations Bureau,1st District,D.I.U.,Persons,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,2
FTN2024-0020,1/13/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,AWP Working,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2024-0025,1/16/2024,FOB - Field Operations Bureau,1st District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2024-0026,1/17/2024,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Investigations,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,3,9
FTN2024-0027,1/18/2024,FOB - Field Operations Bureau,1st District,Unknown,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2024-0023,1/14/2024,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown,Unknown,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,1
FTN2024-0029,1/20/2024,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Clear Conditions,2,3
FTN2024-0030,1/20/2024,FOB - Field Operations Bureau,5th District,Unknown,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2024-0031,1/20/2024,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2024-0028,1/18/2024,FOB - Field Operations Bureau,2nd District,D.I.U.,Investigations,Paid Detail,Unknown,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2024-0034,1/23/2024,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Other,Good,Rainy Conditions - Light,1,1
